emw,lon(dE),lat(dN),dp(km),y,m,d,h,m,s,mwsig,nstar,comment
3.08,-82.64,34.13,0,1860,10,22,5,0,0,0.22,1.137,NCE|lnfa=07.5
3.31,-69.6,44.4,0,1860,12,16,16,30,0,0.512,1.872,SSC|TMP01102
4.3,-83.36,35.09,0,1861,1,3,16,30,0,0.22,1.137,NCE|lnfa=11.8
3.31,-76.301,40.042,0,1861,1,20,0,0,0,0.512,1.872,SSC|TMP01107
3.18,-67.5,44.7,0,1861,1,25,20,45,0,0.196,1.096,SSC|TMP01108
4.71,-75.4,45.4,0,1861,7,13,0,0,0,0.25,1.18,J94|4.71mwd
5.23,-81.2,36.2,0,1861,8,31,5,0,0,0.25,1.18,J94|5.23mwd
3.35,-73.7,45.6,0,1861,10,1,0,0,0,0.5,1.94,NCE|io=05.0
2.65,-67.3,45.2,0,1861,10,23,12,13,0,0.515,1.886,SSC|TMP01116
2.98,-87.98,42.09,0,1861,12,23,0,0,0,0.513,1.877,SSC|TMP01117
4.89,-89.2,37,0,1862,6,6,16,30,0,0.207,1.108,SSC|TMP01122
3.91,-90,35.1,0,1862,9,28,14,20,0,0.205,1.106,SSC|TMP01123
3.72,-88.55,35.1,0,1862,10,3,10,0,0,0.205,1.106,SSC|TMP01124
4.43,-89.2,35.8,0,1862,11,30,14,40,0,0.207,1.108,SSC|TMP01125
2.68,-77.45,37.57,0,1862,12,10,20,52,0,0.5,1.94,NCE|io=04.0
3.62,-65.5,47.1,0,1863,3,16,21,1,0,0.206,1.107,SSC|TMP01129
2.68,-73,44.5,0,1863,6,9,21,30,0,0.5,1.94,NCE|io=04.0
2.65,-90.3,38.6,0,1863,8,29,2,0,0,0.515,1.886,SSC|TMP01134
4.01,-71.2,46.9,0,1864,4,20,18,15,0,0.5,1.94,NCE|io=06.0
2.68,-73.6,45.5,0,1864,10,21,9,10,0,0.5,1.94,NCE|io=04.0
2.98,-77.079,35.12,0,1864,12,24,7,0,0,0.513,1.877,SSC|TMP01144
3.98,-82.527,40.763,0,1865,1,25,0,0,0,0.513,1.877,SSC|TMP01146
2.68,-78.88,42.89,0,1865,1,29,4,0,0,0.5,1.94,NCE|io=04.0
4.36,-89.4,38.5,0,1865,5,29,11,0,0,0.206,1.107,SSC|TMP01148
4.7,-90.4,35.54,0,1865,8,17,15,0,0,0.22,1.137,BHb|4.7mwd
3.06,-76.89,39,0,1866,9,3,5,0,0,0.22,1.137,NCE|lnfa=07.4
2.65,-90,35.1,0,1866,10,13,16,0,0,0.515,1.886,SSC|TMP01157
2.68,-71.2,46.8,0,1866,11,9,16,10,0,0.5,1.94,NCE|io=04.0
2.6,-77.75,42.97,0,1867,1,7,18,0,0,0.22,1.137,NCE|lnfa=05.4
3.75,-89.9,33.85,0,1867,2,25,3,0,0,0.22,1.137,NCE|lnfa=10.1
5.2,-96.12,38.98,0,1867,4,24,20,22,0,0.22,1.137,BHb|5.2mwd
2.68,-95.8,40.7,0,1867,4,28,0,0,0,0.5,1.94,NCE|io=04.0
2.65,-89.2,37,0,1867,5,16,15,0,0,0.515,1.886,SSC|TMP01166
3.29,-64.6,46,0,1867,8,12,3,32,0,0.209,1.11,SSC|TMP01168
2.76,-76.16,42.88,0,1867,10,14,12,0,0,0.22,1.137,NCE|lnfa=06.1
4.67,-75.2,44.7,0,1867,12,18,8,0,0,0.25,1.18,J94|4.67mwd
4.54,-67.2,45.15,0,1868,1,15,0,0,0,0.22,1.137,NCE|lnfa=12.4
3.01,-81.75,36.78,0,1868,2,22,11,0,0,0.22,1.137,NCE|lnfa=07.2
2.68,-73.54,45.51,0,1868,2,26,0,0,0,0.5,1.94,NCE|io=04.0
3.23,-73.59,41.09,0,1868,8,7,2,0,0,0.22,1.137,NCE|lnfa=08.1
3.31,-80.32,36.91,0,1868,10,11,0,0,0,0.512,1.872,SSC|TMP01181
2.68,-92.46,31.31,0,1868,11,28,19,0,0,0.5,1.94,NCE|io=04.0
2.68,-80,32.9,0,1869,1,1,0,0,0,0.5,1.94,NCE|io=04.0
2.65,-66.1,45.3,0,1869,1,16,6,49,0,0.515,1.886,SSC|TMP01187
2.98,-90.6,34.53,0,1869,2,17,0,0,0,0.513,1.877,SSC|TMP01189
3.35,-84.5,38.1,0,1869,2,20,0,0,0,0.5,1.94,NCE|io=05.0
3.31,-78.19,38.14,0,1869,3,30,6,45,0,0.512,1.872,SSC|TMP01191
2.65,-83.657,32.837,0,1869,5,27,0,0,0,0.515,1.886,SSC|TMP01198
3.31,-84.927,39.634,0,1869,6,1,0,0,0,0.512,1.872,SSC|TMP01199
5.08,-89.4,36,0,1869,7,2,8,9,0,0.208,1.109,SSC|TMP01200
2.68,-83.42,36.02,0,1869,9,5,21,0,0,0.5,1.94,NCE|io=04.0
5.47,-67.5,45,0,1869,10,22,9,55,0,0.25,1.18,J94|5.47mwd
3.01,-70.5,47.5,0,1869,12,1,0,0,0,0.5,1.94,NCE|io=04.5
3.41,-93.45,35.2,0,1869,12,6,6,40,0,0.208,1.109,SSC|TMP01208
2.65,-77.55,41.75,0,1869,12,16,0,0,0,0.515,1.886,SSC|TMP01210
2.65,-90.007,35.106,0,1869,12,21,8,0,0,0.515,1.886,SSC|TMP01211
4.09,-92.29,31.14,0,1870,1,9,5,0,0,0.22,1.137,NCE|lnfa=11.2
2.68,-69.8,44.1,0,1870,2,8,0,0,0,0.5,1.94,NCE|io=04.0
4.45,-93.13,33.8,0,1870,5,11,15,15,0,0.206,1.107,SSC|TMP01217
6.55,-70.5,47.4,0,1870,10,20,16,30,0,0.25,1.18,J94|6.55mwd
3.31,-80,42,0,1870,11,1,21,55,0,0.512,1.872,SSC|TMP01222
4.4,-104,38.5,0,1870,12,4,12,0,0,0.206,1.107,SSC|TMP01224
3.35,-74.6,45.6,0,1871,1,3,0,0,0,0.5,1.94,NCE|io=05.0
2.65,-81.995,33.457,0,1871,5,20,0,0,0,0.515,1.886,SSC|TMP01238
4.63,-78,45,0,1871,5,21,1,30,0,0.22,1.137,NCE|lnfa=12.6
3.55,-73.44,40.61,0,1871,6,18,22,0,0,0.22,1.137,NCE|lnfa=09.4
3.15,-90,38.5,0,1871,7,25,6,40,0,0.22,1.137,NCE|lnfa=07.8
3.01,-75.5,39.7,0,1871,10,9,14,40,0,0.22,1.137,NCE|lnfa=07.2
2.94,-69.78,44.31,0,1871,10,19,16,40,0,0.22,1.137,NCE|lnfa=06.9
4.02,-88.7,32.36,0,1872,4,16,2,30,0,0.22,1.137,NCE|lnfa=11.0
3.75,-78,37.7,0,1872,6,5,3,0,0,0.22,1.137,NCE|lnfa=10.1
2.92,-83.22,33.06,0,1872,6,17,14,30,0,0.22,1.137,NCE|lnfa=06.8
2.68,-93.5,39.8,0,1872,7,9,2,30,0,0.5,1.94,NCE|io=04.0
2.99,-73.8,40.9,0,1872,7,11,10,25,0,0.22,1.137,NCE|lnfa=07.1
3.45,-97,42.7,0,1872,10,9,16,0,0,0.22,1.137,NCE|lnfa=09.0
3.37,-71.6,43.2,0,1872,11,18,19,0,0,0.22,1.137,NCE|lnfa=08.7
2.68,-83,39.96,0,1873,1,4,23,40,0,0.5,1.94,NCE|io=04.0
3.35,-74.2,44.8,0,1873,4,25,19,0,0,0.5,1.94,NCE|io=05.0
2.68,-79.9,43.3,0,1873,4,30,0,0,0,0.5,1.94,NCE|io=04.0
3.81,-89.6,36,0,1873,5,3,21,0,0,0.22,1.137,NCE|lnfa=10.3
3.99,-78.94,42.69,0,1873,7,6,0,0,0,0.22,1.137,NCE|lnfa=10.9
2.68,-73.2,45.5,0,1873,9,30,11,50,0,0.5,1.94,NCE|io=04.0
2.68,-76,46.5,0,1873,9,30,11,50,0,0.5,1.94,NCE|io=04.0
3.64,-78.2,37.2,0,1873,10,3,12,45,0,0.22,1.137,NCE|lnfa=09.7
3.18,-83.9,33,0,1873,10,4,0,0,0,0.22,1.137,NCE|lnfa=07.9
2.68,-71.2,43.6,0,1874,1,6,0,0,0,0.5,1.94,NCE|io=04.0
2.68,-71.4,42.6,0,1874,1,25,17,0,0,0.5,1.94,NCE|io=04.0
2.68,-71.5,43,0,1874,1,26,7,0,0,0.5,1.94,NCE|io=04.0
2.68,-82.1,35.7,0,1874,2,22,0,0,0,0.5,1.94,NCE|io=04.0
3.61,-67.28,45.18,0,1874,2,28,3,40,0,0.22,1.137,NCE|lnfa=09.6
4.3,-86.842,35.929,0,1874,3,1,0,0,0,0.515,1.886,SSC|TMP01322
2.68,-82.1,35.7,0,1874,3,17,0,0,0,0.5,1.94,NCE|io=04.0
2.68,-82.1,35.7,0,1874,3,26,0,0,0,0.5,1.94,NCE|io=04.0
2.68,-82.1,35.7,0,1874,4,14,0,0,0,0.5,1.94,NCE|io=04.0
3.31,-77.35,37.2,0,1874,5,14,20,30,0,0.512,1.872,SSC|TMP01329
2.68,-69.1,48.6,0,1874,7,31,9,0,0,0.5,1.94,NCE|io=04.0
2.9,-70.9,42.7,0,1874,11,24,0,0,0,0.22,1.137,NCE|lnfa=06.7
3.2,-73.8,40.9,0,1874,12,11,3,25,0,0.22,1.137,NCE|lnfa=08.0
2.65,-94.4,35.5,0,1875,1,28,0,0,0,0.515,1.886,SSC|TMP01336
3.37,-82.51,35.29,0,1875,4,10,0,0,0,0.22,1.137,NCE|lnfa=08.7
4.6,-84,40.2,0,1875,6,18,13,43,0,0.25,1.18,J94|4.60mwd
3.25,-73,41.9,0,1875,7,28,9,10,0,0.22,1.137,NCE|lnfa=08.2
3.96,-89.6,36.1,0,1875,10,7,0,0,0,0.22,1.137,NCE|lnfa=10.8
2.68,-90,35.1,0,1875,10,28,3,0,0,0.5,1.94,NCE|io=04.0
4.23,-82.9,33.49,0,1875,11,1,22,30,0,0.22,1.137,NCE|lnfa=11.6
3.72,-95.7,39,0,1875,11,8,10,40,0,0.22,1.137,NCE|lnfa=10.0
2.68,-72.3,42.9,0,1875,12,1,9,0,0,0.5,1.94,NCE|io=04.0
4.77,-78,37.8,0,1875,12,23,4,45,0,0.25,1.18,J94|4.77mwd
3.31,-89.51,41.29,0,1876,5,22,21,30,0,0.512,1.872,SSC|TMP01376
3.35,-84.2,40.4,0,1876,6,1,0,0,0,0.5,1.94,NCE|io=05.0
2.68,-99.6,44.1,0,1876,8,17,5,25,0,0.5,1.94,NCE|io=04.0
2.98,-83.657,32.837,0,1876,8,24,23,0,0,0.513,1.877,SSC|TMP01379
3.4,-71.3,41.5,0,1876,9,22,4,30,0,0.22,1.137,NCE|lnfa=08.8
4.3,-87.55,38.66,0,1876,9,25,6,15,0,0.22,1.137,BHb|4.3mwd
2.81,-67.2,44.8,0,1876,11,20,16,57,0,0.205,1.106,SSC|TMP01386
2.68,-80,32.9,0,1876,12,12,0,0,0,0.5,1.94,NCE|io=04.0
2.68,-77.5,37.4,0,1876,12,23,4,45,0,0.5,1.94,NCE|io=04.0
3.15,-83.5,38.8,0,1877,1,23,21,0,0,0.22,1.137,NCE|lnfa=07.8
2.68,-72.41,44.9,0,1877,3,20,6,0,0,0.5,1.94,NCE|io=04.0
4.05,-89.7,36.8,0,1877,7,15,0,40,0,0.22,1.137,NCE|lnfa=11.1
2.65,-85.74,38.22,0,1877,7,17,0,0,0,0.515,1.886,SSC|TMP01407
2.78,-83.3,42.3,0,1877,8,17,16,50,0,0.22,1.137,NCE|lnfa=06.2
3.11,-74.9,40.3,0,1877,9,10,14,59,0,0.22,1.137,NCE|lnfa=07.6
3.03,-82.5,35.3,13,1877,10,9,1,0,0,0.224,1.128,SSC|TMP01414
4.71,-74,44.5,0,1877,11,4,6,56,0,0.25,1.18,J94|4.71mwd
5.6,-97.63,41.95,0,1877,11,15,17,45,0,0.22,1.137,BHb|5.6mwd
3.58,-84,35.5,0,1877,11,16,7,38,0,0.22,1.137,NCE|lnfa=09.5
3.35,-76.85,45.7,0,1877,12,18,10,0,0,0.5,1.94,NCE|io=05.0
3.9,-89.1,36.8,0,1878,3,12,10,0,0,0.22,1.137,NCE|lnfa=10.6
2.65,-104.7,47.1,0,1878,4,15,0,0,0,0.515,1.886,SSC|TMP01430
4.63,-82.2,35.5,0,1878,5,18,0,0,0,0.517,1.896,SSC|TMP01431
3.29,-104.9,36.5,0,1878,6,14,0,0,0,0.366,1.378,SSC|TMP01432
3.2,-74,41.5,0,1878,10,4,7,30,0,0.22,1.137,NCE|lnfa=08.0
5,-90.25,35.65,0,1878,11,19,5,52,0,0.22,1.137,BHb|5.0mwd
2.76,-74.3,42.7,0,1878,12,29,2,32,0,0.22,1.137,NCE|lnfa=06.1
4.01,-82,29.5,0,1879,1,13,4,45,0,0.151,1.056,SSC|TMP01439
3.01,-99.1,39.6,0,1879,3,1,0,0,0,0.5,1.94,NCE|io=04.5
3.06,-75.5,39.2,0,1879,3,26,0,30,0,0.22,1.137,NCE|lnfa=07.4
2.68,-73.6,45.6,0,1879,6,11,0,0,0,0.5,1.94,NCE|io=04.0
3.23,-79.2,43.2,0,1879,8,21,8,0,0,0.22,1.137,NCE|lnfa=08.1
3.5,-90.3,35.3,0,1879,9,26,3,10,0,0.22,1.137,NCE|lnfa=09.2
2.68,-71.5,43,0,1879,10,26,2,30,0,0.5,1.94,NCE|io=04.0
3.08,-81.08,34.37,0,1879,10,26,20,0,0,0.22,1.137,NCE|lnfa=07.5
2.74,-80.8,35.2,0,1879,12,13,7,0,0,0.22,1.137,NCE|lnfa=06.0
3.35,-97.3,42.9,0,1879,12,29,6,30,0,0.5,1.94,NCE|io=05.0
2.62,-82.1,35.7,0,1880,1,28,0,0,0,0.367,1.38,SSC|TMP01458
3.31,-77.75,39.85,0,1880,3,19,0,0,0,0.512,1.872,SSC|TMP01463
3.3,-71,42.7,0,1880,5,12,12,45,0,0.22,1.137,NCE|lnfa=08.4
2.68,-75.3,45.2,0,1880,5,31,0,0,0,0.5,1.94,NCE|io=04.0
3.75,-90.3,35.3,0,1880,7,14,2,30,0,0.22,1.137,NCE|lnfa=10.1
2.68,-71.5,43,0,1880,7,20,0,0,0,0.5,1.94,NCE|io=04.0
2.68,-73.8,45.2,0,1880,9,6,5,30,0,0.5,1.94,NCE|io=04.0
2.68,-70.5,47.45,0,1880,11,28,13,30,0,0.5,1.94,NCE|io=04.0
3.32,-70,44,0,1881,1,21,2,40,0,0.22,1.137,NCE|lnfa=08.5
3.37,-74.15,41.62,0,1881,2,3,2,0,0,0.22,1.137,NCE|lnfa=08.7
2.68,-85.8,41.6,0,1881,4,20,0,0,0,0.5,1.94,NCE|io=04.0
4.01,-89.1,41.3,0,1881,5,27,0,0,0,0.5,1.94,NCE|io=06.0
3.98,-84.788,33.379,0,1881,9,18,4,0,0,0.513,1.877,SSC|TMP01516
2.68,-70.2,47.6,0,1881,10,1,6,40,0,0.5,1.94,NCE|io=04.0
2.68,-71.6,43.2,0,1881,10,6,5,3,0,0.5,1.94,NCE|io=04.0
2.68,-90,35.1,0,1881,10,7,16,52,0,0.5,1.94,NCE|io=04.0
2.62,-84.2,40.4,0,1882,2,9,20,0,0,0.22,1.137,NCE|lnfa=05.5
2.78,-71.7,43.2,0,1882,4,17,19,0,0,0.365,1.375,SSC|TMP01530
3.35,-89.2,36.9,0,1882,7,20,10,0,0,0.5,1.94,NCE|io=05.0
3.75,-90.6,37.6,0,1882,7,28,0,0,0,0.22,1.137,NCE|lnfa=10.1
2.68,-67.4,49.3,0,1882,8,15,15,30,0,0.5,1.94,NCE|io=04.0
4.19,-89.5,38.7,0,1882,9,27,10,20,0,0.22,1.137,NCE|lnfa=11.5
5.7,-96.63,34.45,0,1882,10,22,22,15,0,0.22,1.137,BHb|5.7mwd
2.58,-77,35.1,0,1882,10,23,12,0,0,0.22,1.137,NCE|lnfa=05.3
3.81,-105,40,0,1882,11,8,1,30,0,0.22,1.137,NCE|lnfa=10.3
2.68,-79.25,43,0,1882,11,27,23,30,0,0.5,1.94,NCE|io=04.0
3.42,-71.4,43.2,0,1882,12,19,22,24,0,0.22,1.137,NCE|lnfa=08.9
3.35,-67,45,0,1883,1,1,2,55,0,0.5,1.94,NCE|io=05.0
2.68,-67.7,44.6,0,1883,1,1,7,58,0,0.5,1.94,NCE|io=04.0
4.63,-82.1,41.35,0,1883,1,6,7,30,0,0.517,1.896,SSC|TMP01561
4.2,-89.5,36.8,0,1883,1,11,7,12,0,0.22,1.137,BHb|4.2mwd
4.52,-89,40.5,0,1883,2,4,11,0,0,0.207,1.108,SSC|TMP39313
4.77,-85.6,42.3,0,1883,2,4,11,0,0,0.22,1.137,NCE|lnfa=12.9
2.68,-71.2,43.6,0,1883,2,4,20,5,0,0.5,1.94,NCE|io=04.0
3.48,-71.3,41.5,0,1883,2,28,3,30,0,0.22,1.137,NCE|lnfa=09.1
3.03,-76.4,39.5,0,1883,3,11,23,57,0,0.22,1.137,NCE|lnfa=07.3
2.68,-74.5,45.1,0,1883,3,12,0,0,0,0.5,1.94,NCE|io=04.0
4.35,-89.2,37,0,1883,4,12,8,30,0,0.5,1.94,NCE|io=06.5
2.68,-82.6,38.4,0,1883,5,23,4,30,0,0.5,1.94,NCE|io=04.0
4.01,-90,35.1,0,1883,6,11,18,16,0,0.5,1.94,NCE|io=06.0
3.75,-89.1,37,0,1883,7,14,7,30,0,0.22,1.137,NCE|lnfa=10.1
2.98,-80.81,35.58,0,1883,7,16,17,30,0,0.513,1.877,SSC|TMP01583
2.65,-66.1,46.6,0,1883,9,1,0,0,0,0.515,1.886,SSC|TMP01584
2.68,-90.2,38.7,0,1883,11,15,3,14,0,0.5,1.94,NCE|io=04.0
3.8,-91.1,36.4,0,1883,12,5,15,20,0,0.22,1.137,BHb|3.8mwd
2.68,-71.7,43.2,0,1884,1,18,7,0,0,0.5,1.94,NCE|io=04.0
3.78,-77.59,34.59,0,1884,1,18,8,0,0,0.22,1.137,NCE|lnfa=10.2
2.68,-100.7,41.1,0,1884,3,17,20,0,0,0.5,1.94,NCE|io=04.0
3.48,-83.05,32.8,0,1884,3,21,4,30,0,0.22,1.137,NCE|lnfa=09.1
2.83,-67.2,45.1,0,1884,3,23,4,36,0,0.229,1.134,SSC|TMP01605
2.62,-82.5,35.7,0,1884,7,1,0,0,0,0.367,1.38,SSC|TMP01613
4.79,-74,40.6,0,1884,8,10,19,5,0,0.25,1.18,J94|4.79mwd
2.9,-71.07,42.78,0,1884,8,11,6,0,0,0.22,1.137,NCE|lnfa=06.7
3.3,-83.83,36.07,0,1884,8,24,19,45,0,0.22,1.137,NCE|lnfa=08.4
4.9,-84.69,41.53,0,1884,9,19,19,14,0,0.22,1.137,BHb|4.9mwd
2.65,-83.78,38.63,0,1884,11,20,0,0,0,0.515,1.886,SSC|TMP01633
3.53,-71.7,43.2,0,1884,11,23,5,30,0,0.22,1.137,NCE|lnfa=09.3
3.55,-89.7,35.5,0,1884,11,30,5,0,0,0.22,1.137,NCE|lnfa=09.4
2.68,-71.5,43.7,0,1884,12,17,7,0,0,0.5,1.94,NCE|io=04.0
3.75,-77.5,39.2,0,1885,1,3,2,12,0,0.22,1.137,NCE|lnfa=10.1
3.23,-73.9,41.3,0,1885,1,4,11,6,0,0.22,1.137,NCE|lnfa=08.1
3.53,-81.6,41.16,0,1885,1,18,10,30,0,0.22,1.137,NCE|lnfa=09.3
2.68,-81.1,36.9,0,1885,2,2,12,10,0,0.5,1.94,NCE|io=04.0
2.65,-76.3,40,0,1885,3,9,1,0,0,0.515,1.886,SSC|TMP01652
2.68,-66.1,45.1,0,1885,6,1,0,0,0,0.5,1.94,NCE|io=04.0
3.15,-81.83,36.12,0,1885,8,6,9,0,0,0.22,1.137,NCE|lnfa=07.8
4.05,-78.8,37.7,0,1885,10,10,4,35,0,0.22,1.137,NCE|lnfa=11.1
3.61,-82.71,33.17,0,1885,10,17,18,20,0,0.22,1.137,NCE|lnfa=09.6
2.68,-71.5,42.9,0,1886,1,6,0,10,0,0.5,1.94,NCE|io=04.0
2.68,-71.4,42.8,0,1886,1,17,22,14,0,0.5,1.94,NCE|io=04.0
2.68,-73.8,41.6,0,1886,1,25,0,4,0,0.5,1.94,NCE|io=04.0
3.32,-88,32.8,0,1886,2,5,1,0,0,0.22,1.137,NCE|lnfa=08.5
3.32,-81.52,35.93,0,1886,2,5,2,0,0,0.22,1.137,NCE|lnfa=08.5
3.93,-89.2,37,0,1886,3,18,5,59,0,0.22,1.137,NCE|lnfa=10.7
2.53,-76.32,43.09,0,1886,4,23,6,0,0,0.22,1.137,NCE|lnfa=05.1
2.63,-82.02,34.17,0,1886,5,1,0,0,0,0.259,1.174,SSC|TMP01690
3.75,-82.24,39.36,0,1886,5,3,3,0,0,0.22,1.137,NCE|lnfa=10.1
2.68,-67.4,49.3,0,1886,5,18,19,30,0,0.5,1.94,NCE|io=04.0
2.68,-74,46,0,1886,8,12,0,0,0,0.5,1.94,NCE|io=04.0
4.3,-87.543,37.984,0,1886,8,12,22,0,0,0.515,1.886,SSC|TMP01704
3.9,-80.14,33.38,0,1886,8,27,8,30,0,0.22,1.137,NCE|lnfa=10.6
4.3,-86.4,38.9,0,1886,8,29,0,0,0,0.515,1.886,SSC|TMP01721
2.68,-76.63,44.27,0,1886,9,1,0,0,0,0.5,1.94,NCE|io=04.0
2.68,-81.7,30.4,0,1886,9,1,0,0,0,0.5,1.94,NCE|io=04.0
6.9,-80.2,33,0,1886,9,1,2,51,0,0.22,1.137,BHa|6.9mwd
4.54,-82.02,33.91,0,1886,9,1,6,0,0,0.207,1.108,SSC|TMP01731
4.38,-82.86,34.3,0,1886,9,1,9,45,0,0.22,1.137,NCE|lnfa=12.0
3.61,-81.23,34.72,0,1886,9,2,23,0,0,0.22,1.137,NCE|lnfa=09.6
2.68,-72.5,41.5,0,1886,9,5,0,0,0,0.5,1.94,NCE|io=04.0
2.65,-81.7,40.97,0,1886,9,11,9,0,0,0.515,1.886,SSC|TMP01865
2.63,-83.62,32.82,0,1886,9,13,9,4,0,0.259,1.174,SSC|TMP01871
2.63,-83.62,32.82,0,1886,9,21,8,0,0,0.259,1.174,SSC|TMP01896
3.06,-80.05,36.7,0,1886,9,25,2,0,0,0.22,1.137,NCE|lnfa=07.4
2.76,-77.96,34.08,0,1886,9,27,4,30,0,0.227,1.131,SSC|TMP01931
3.27,-76.4,40,0,1886,9,28,0,21,0,0.363,1.371,SSC|TMP01939
4.3,-81.66,34.71,0,1886,10,22,0,0,0,0.22,1.137,NCE|lnfa=11.8
2.65,-88.09,30.68,0,1886,10,23,15,30,0,0.515,1.886,SSC|TMP02036
3.18,-82.49,33.38,0,1886,11,5,5,0,0,0.21,1.111,SSC|TMP02068
3.98,-77.911,34.212,0,1886,11,17,0,0,0,0.513,1.877,SSC|TMP02104
2.63,-84.33,33.77,0,1886,11,26,0,30,0,0.259,1.174,SSC|TMP02110
3.31,-94.301,39.238,0,1886,12,8,2,35,0,0.512,1.872,SSC|TMP02133
3.66,-82.06,34.18,0,1886,12,11,16,0,0,0.22,1.137,NCE|lnfa=09.8
2.94,-77,39.57,0,1887,1,2,22,30,0,0.22,1.137,NCE|lnfa=06.9
3.28,-97.06,30.15,0,1887,1,5,17,57,0,0.333,1.342,SRA|3.60mfaBAR
2.68,-81.66,30.33,0,1887,1,7,14,22,0,0.5,1.94,NCE|io=04.0
2.63,-82.22,35.12,0,1887,1,10,5,0,0,0.259,1.174,SSC|TMP02169
2.99,-82.42,34.35,0,1887,1,12,6,0,0,0.22,1.137,NCE|lnfa=07.1
2.63,-81.62,34.7,0,1887,1,19,0,30,0,0.259,1.174,SSC|TMP02176
2.76,-96.64,41.45,0,1887,1,27,20,0,0,0.22,1.137,NCE|lnfa=06.1
2.68,-96.3,30.53,0,1887,1,31,20,14,0,0.5,1.94,NCE|io=04.0
4.38,-88.5,39,0,1887,2,6,22,15,0,0.22,1.137,NCE|lnfa=12.0
2.98,-91.39,40.37,0,1887,2,11,0,0,0,0.513,1.877,SSC|TMP02190
4.3,-90.296,37.565,0,1887,2,18,0,0,0,0.515,1.886,SSC|TMP02193
2.68,-80,45.35,0,1887,2,19,0,0,0,0.5,1.94,NCE|io=04.0
2.68,-67.4,49.3,0,1887,2,22,22,59,0,0.5,1.94,NCE|io=04.0
3.18,-73.45,40.72,0,1887,3,2,16,30,0,0.22,1.137,NCE|lnfa=07.9
3.29,-73.53,40.43,0,1887,3,2,21,20,0,0.199,1.099,SSC|TMP02206
2.68,-70.5,47.5,0,1887,3,11,0,0,0,0.5,1.94,NCE|io=04.0
2.88,-85.35,34.48,0,1887,3,13,6,5,0,0.235,1.141,SSC|TMP02213
2.87,-71.89,43.29,0,1887,4,5,3,0,0,0.22,1.137,NCE|lnfa=06.6
2.65,-89.1,36.8,0,1887,4,14,14,12,0,0.515,1.886,SSC|TMP02246
3.01,-70.5,47.45,0,1887,5,27,6,15,0,0.5,1.94,NCE|io=04.5
3.48,-72.01,43.06,0,1887,6,30,17,0,0,0.22,1.137,NCE|lnfa=09.1
2.86,-82.43,34.05,0,1887,7,21,0,0,0,0.222,1.125,SSC|TMP02304
3.61,-78.83,34.41,0,1887,8,2,1,0,0,0.22,1.137,NCE|lnfa=09.6
4.6,-88.64,37.7,0,1887,8,2,18,36,0,0.22,1.137,BHb|4.6mwd
2.63,-83.12,33.85,0,1887,8,22,4,0,0,0.259,1.174,SSC|TMP02324
2.63,-83.17,33.55,0,1887,9,3,5,0,0,0.259,1.174,SSC|TMP02338
2.63,-83.24,33.085,0,1887,9,6,8,7,0,0.259,1.174,SSC|TMP02341
2.63,-81.32,34.49,0,1887,9,8,22,40,0,0.259,1.174,SSC|TMP02344
2.99,-70.93,41.64,0,1887,12,23,0,0,0,0.22,1.137,NCE|lnfa=07.1
4.12,-75.7,45.42,0,1888,1,11,5,0,0,0.22,1.137,NCE|lnfa=11.3
2.8,-84.28,33.25,0,1888,1,11,7,15,0,0.259,1.174,SSC|TMP02353
2.63,-82.02,34.17,0,1888,1,20,19,20,0,0.259,1.174,SSC|TMP02365
2.63,-83.17,32.78,0,1888,1,25,0,0,0,0.259,1.174,SSC|TMP02367
3.99,-71.65,44.35,0,1888,2,1,11,0,0,0.22,1.137,NCE|lnfa=10.9
3.31,-81.5,41,0,1888,2,11,2,0,0,0.512,1.872,SSC|TMP02379
2.68,-71.45,42.76,0,1888,3,27,2,0,0,0.5,1.94,NCE|io=04.0
4.3,-81.534,34.21,0,1888,4,5,0,0,0,0.515,1.886,SSC|TMP02393
2.55,-80.704,34.687,0,1888,4,9,23,0,0,0.233,1.139,SSC|TMP02394
3.4,-70.5,47.45,0,1888,4,19,1,0,0,0.22,1.137,NCE|lnfa=08.8
3.48,-77.06,44.39,0,1888,7,8,23,0,0,0.22,1.137,NCE|lnfa=09.1
2.68,-70,44.3,0,1888,8,15,1,15,0,0.5,1.94,NCE|io=04.0
3.08,-81.08,34.37,0,1888,8,15,18,30,0,0.22,1.137,NCE|lnfa=07.5
2.68,-85.84,34.87,0,1888,8,23,5,40,0,0.5,1.94,NCE|io=04.0
3.32,-83.35,33.42,0,1888,9,17,21,30,0,0.22,1.137,NCE|lnfa=08.5
2.65,-105.2,38.1,0,1888,10,23,18,40,0,0.515,1.886,SSC|TMP02429
2.68,-90.4,35.4,0,1888,11,3,0,0,0,0.5,1.94,NCE|io=04.0
4.39,-89.8,36.1,0,1888,11,3,10,20,0,0.192,1.092,SSC|TMP02431
4.16,-69.7,47.64,0,1888,12,7,6,0,0,0.22,1.137,NCE|lnfa=11.4
3.3,-73.74,43.36,0,1888,12,19,6,0,0,0.22,1.137,NCE|lnfa=08.4
3.3,-88.5,39.45,0,1889,1,8,4,45,0,0.194,1.094,SSC|TMP02442
3.28,-90.9,39.3,0,1889,2,2,13,45,0,0.212,1.114,SSC|TMP02448
2.65,-80,32.9,0,1889,2,10,0,31,0,0.515,1.886,SSC|TMP02451
