emw,lon(dE),lat(dN),dp(km),y,m,d,h,m,s,mwsig,nstar,comment
2.62,-89.5,36.47,8,1994,5,14,22,34,43.6,0.294,1.23,SSC|TMP20300
2.57,-76.2,40,5,1994,5,18,5,18,55,0.276,1.2,SSC|TMP20304
2.55,-98.102,35.565,5,1994,5,23,17,5,43.1,0.297,1.235,SSC|TMP20310
2.55,-97.635,34.881,5,1994,5,24,1,7,34,0.297,1.235,SSC|TMP20311
2.62,-86.143,34.958,9,1994,5,26,1,57,27.8,0.294,1.23,SSC|TMP20312
2.93,-84.5,35.176,13,1994,5,26,4,6,4.5,0.281,1.208,SSC|TMP20313
2.89,-77.187,39.95,11,1994,5,26,17,21,58.2,0.275,1.198,SSC|TMP20314
2.57,-75.998,40.335,1,1994,5,31,5,43,20.1,0.276,1.2,SSC|TMP20319
2.62,-83.69,36.1,15,1994,6,9,8,1,48.5,0.294,1.23,SSC|TMP20328
2.88,-92.671,33.013,5,1994,6,10,23,34,2.9,0.24,1.165,PDE|3.20lgGS
2.77,-88.185,33.025,9,1994,6,26,5,50,37.2,0.287,1.218,SSC|TMP20347
3.88,-90.177,27.911,10,1994,6,30,1,8,24.2,0.24,1.165,PDE|4.2mbneic
2.51,-83.27,39.06,5,1994,7,9,22,13,40.1,0.175,1.076,SSC|TMP20362
3.57,-66.6,47,5,1994,7,14,12,41,52,0.24,1.165,PDE|4.00lgGS
2.77,-105.997,38.608,5,1994,8,4,16,49,41.3,0.25,1.18,PDE|2.50mlGS
2.57,-69.05,45.273,1,1994,8,4,22,33,22.4,0.244,1.153,SSC|TMP20391
3.28,-76.751,35.067,5,1994,8,6,19,54,9.9,0.24,1.165,PDE|3.60lgGS
2.77,-67.043,49.556,17,1994,8,8,22,13,14,0.24,1.165,GSC|3.2mn
2.7,-85.92,38.33,5,1994,8,13,11,2,52,0.29,1.223,SSC|TMP20403
3.58,-111.333,48.489,5,1994,8,16,11,3,41.7,0.24,1.165,PDE|3.9mbneic
3.31,-89.92,35.51,11,1994,8,19,16,3,30.6,0.269,1.189,SSC|TMP20411
3.18,-91.058,36.136,5,1994,8,20,10,45,44.6,0.24,1.165,PDE|3.50lgGS
3.17,-77.096,46.324,18,1994,8,28,15,38,20,0.24,1.165,GSC|3.6mn
2.97,-84.604,42.798,5,1994,9,2,21,23,6.5,0.24,1.165,PDE|3.40lgGS
2.86,-69.232,43.861,0,1994,9,5,14,13,0,0.363,1.418,SSC|2.86mwa(TblB3
4.08,-107.976,38.151,10,1994,9,13,6,1,23,0.24,1.165,PDE|4.4mbneic
2.85,-85.474,34.708,5,1994,9,13,11,3,59.8,0.284,1.213,SSC|TMP20439
3.55,-68.197,45.327,0,1994,9,16,4,22,0,0.353,1.391,SSC|3.55mwa(TblB3
2.7,-84.772,35.163,15,1994,9,20,2,28,22.8,0.29,1.223,SSC|TMP20455
3.64,-69.963,47.767,0,1994,9,25,0,53,0,0.353,1.391,SSC|3.64mwa(TblB3
3.28,-88.935,36.929,5,1994,9,26,14,23,22,0.24,1.165,PDE|3.60lgGS
2.76,-71.37,43.85,0,1994,9,29,5,43,0,0.365,1.424,SSC|2.76mwa(TblB3
2.76,-74.135,43.744,0,1994,9,29,22,49,0,0.365,1.424,SSC|2.76mwa(TblB3
3.05,-72.218,42.36,0,1994,10,2,14,36,0,0.359,1.407,SSC|3.05mwa(TblB3
2.77,-89.63,36.54,7,1994,10,15,21,44,31.9,0.287,1.218,SSC|TMP20506
2.58,-80.164,32.924,5,1994,10,17,3,24,7.4,0.296,1.233,SSC|TMP20508
2.67,-90.426,51.894,1,1994,10,27,21,35,28,0.24,1.165,GSC|3.1mn
2.81,-76.6,39.3,0,1994,10,28,2,4,0,0.275,1.198,SSC|TMP20516
3.46,-108.269,40.04,5,1994,11,3,11,40,10.1,0.25,1.18,PDE|3.40mlGS
2.57,-66.295,49.892,18,1994,11,9,7,7,19,0.24,1.165,GSC|3.0mn
2.85,-89.53,36.45,7,1994,11,11,20,29,33.5,0.284,1.213,SSC|TMP20539
2.55,-99.058,35.954,5,1994,11,13,16,33,26.9,0.297,1.235,SSC|TMP20543
3.05,-70.537,44.292,0,1994,11,20,19,33,0,0.359,1.407,SSC|3.05mwa(TblB3
2.85,-89.34,36.64,5,1994,11,27,22,5,4.4,0.284,1.213,SSC|TMP20562
2.57,-70.314,47.437,11,1994,12,1,13,2,47,0.24,1.165,GSC|3.0mn
2.65,-73.81,40.34,10,1994,12,3,4,24,39.3,0.275,1.198,SSC|TMP20568
2.55,-90.45,35.57,15,1994,12,11,13,56,46.9,0.297,1.235,SSC|TMP20577
2.57,-75.244,45.922,13,1994,12,15,21,44,6,0.24,1.165,GSC|3.0mn
2.77,-97.499,34.7,5,1994,12,22,15,43,16.1,0.287,1.218,SSC|TMP20600
3.68,-104.811,39.29,10,1994,12,25,19,6,7.5,0.24,1.165,PDE|4.00lgGS
2.7,-90.45,35.6,9,1995,1,1,21,1,47,0.29,1.223,SSC|TMP20611
2.53,-96.184,35.451,5,1995,1,6,21,2,15.5,0.187,1.087,SSC|TMP20622
2.77,-106.617,39.191,5,1995,1,11,14,1,47.3,0.25,1.18,PDE|2.50mlGS
2.98,-82.68,40.8,0,1995,1,12,21,25,51,0.244,1.153,SSC|TMP20636
3.68,-97.596,34.774,5,1995,1,18,15,51,39.4,0.24,1.165,PDE|4.00lgGS
2.62,-89.56,36.51,6,1995,1,31,11,18,25,0.294,1.23,SSC|TMP20661
4.98,-109.64,41.529,1,1995,2,3,15,26,10.6,0.24,1.165,PDE|5.3mbneic
2.62,-80.284,37.451,18,1995,2,9,19,14,0.7,0.294,1.23,SSC|TMP20673
2.78,-94.952,40.505,5,1995,2,11,5,54,10.1,0.24,1.165,PDE|3.10lgGS
2.56,-70.19,44.19,0,1995,2,12,16,44,0,0.371,1.44,SSC|2.56mwa(TblB3
2.97,-75.04,45.9,18,1995,2,15,15,53,57,0.24,1.165,PDE|3.40lgGS
3.28,-83.47,39.12,10,1995,2,19,12,57,6,0.24,1.165,PDE|3.60lgOTT
2.5,-97.517,34.739,5,1995,2,23,14,31,44.7,0.149,1.055,SSC|TMP20722
2.57,-74.426,44.233,4,1995,3,2,5,33,51.4,0.24,1.165,PDE|3.00lgOTT
3.38,-112.35,48.65,10,1995,3,5,12,17,11.5,0.25,1.18,PDE|3.30mlBUT
2.7,-89.57,36.48,8,1995,3,6,22,45,34,0.29,1.223,SSC|TMP20746
2.81,-76.4,40.1,5,1995,3,11,21,10,16,0.27,1.213,PDE|2.70mdPAL
2.67,-66.673,49.322,25,1995,3,18,5,49,43,0.24,1.165,GSC|3.1mn
3.38,-84.922,35.425,17,1995,3,18,22,6,21,0.2,1.112,PDE|3.30mdTVA
2.98,-104.212,35,5,1995,3,19,18,36,43.9,0.24,1.165,PDE|3.30lgGS
3.88,-108.925,40.179,5,1995,3,20,12,46,16.3,0.24,1.165,PDE|4.2mbneic
2.66,-82.722,36.152,0,1995,3,21,18,25,9.6,0.26,1.176,SSC|TMP20776
2.53,-97.729,34.82,5,1995,3,30,18,58,34.9,0.187,1.087,SSC|TMP20791
2.73,-76.102,40.349,4,1995,4,8,20,9,23.7,0.275,1.198,SSC|TMP20811
2.62,-89.41,36.22,9,1995,4,12,23,37,39,0.294,1.23,SSC|TMP20820
3.58,-80.068,32.947,10,1995,4,17,13,45,57.8,0.24,1.165,PDE|3.90lgGS
2.87,-67.73,49.15,15,1995,4,20,4,37,5,0.24,1.165,PDE|3.30lgOTT
2.93,-108.317,38.909,5,1995,4,23,16,31,18,0.25,1.18,PDE|2.70mlGS
2.62,-89.57,36.67,6,1995,4,24,3,15,51,0.294,1.23,SSC|TMP20872
3.35,-66.6,47,0,1995,5,6,7,51,0,0.355,1.397,SSC|3.35mwa(TblB3
2.76,-70.67,43.81,0,1995,5,26,18,36,0,0.365,1.424,SSC|2.76mwa(TblB3
3.48,-89.43,36.17,6,1995,5,27,19,51,10.4,0.24,1.165,PDE|3.80lgGS
2.62,-89.49,36.47,7,1995,5,27,20,56,8,0.294,1.23,SSC|TMP20908
2.68,-96.732,34.287,5,1995,6,1,4,49,29.3,0.24,1.165,PDE|3.00lgGS
2.97,-76.29,47.02,18,1995,6,3,22,44,32,0.24,1.165,PDE|3.40lgGS
2.81,-75.966,40.339,1,1995,6,4,4,35,12.5,0.275,1.198,SSC|TMP20922
3.68,-71.91,44.29,6,1995,6,16,12,13,11,0.1,1.027,SLU|3.70mwm(DU)
3.18,-81.452,36.747,5,1995,6,26,0,36,17,0.24,1.165,PDE|3.50lgGS
2.68,-89.79,36.59,5,1995,6,29,9,27,20.1,0.24,1.165,PDE|3.00lgGS
3.76,-104.814,36.246,5,1995,7,4,3,59,4.5,0.25,1.18,PDE|3.80mlGS
3.38,-84.212,35.366,10,1995,7,5,14,16,44.4,0.24,1.165,PDE|3.70lgGS
2.7,-90.37,35.64,24,1995,7,7,14,6,32,0.29,1.223,SSC|TMP20973
2.68,-81.873,36.515,11,1995,7,7,21,1,2.8,0.24,1.165,PDE|3.00lgGS
3,-91.4,35.88,5,1995,7,9,12,42,56,0.278,1.203,SSC|TMP20979
2.88,-89.632,36.528,5,1995,7,20,2,10,34.4,0.24,1.165,PDE|3.20lgGS
2.58,-76.683,37.401,5,1995,8,3,13,7,4.3,0.24,1.165,PDE|2.90lgGS
2.78,-89.409,36.102,5,1995,8,17,23,18,50.8,0.24,1.165,PDE|3.10lgGS
2.66,-69.446,43.755,0,1995,8,19,10,6,0,0.368,1.432,SSC|2.66mwa(TblB3
2.55,-89.78,36.12,3,1995,8,23,5,35,32,0.297,1.235,SSC|TMP21061
2.58,-89.04,38.36,3,1995,9,5,23,1,21.2,0.24,1.165,PDE|2.90lgGS
3.27,-74.43,45.61,18,1995,9,12,3,59,5,0.24,1.165,PDE|3.70lgOTT
2.7,-89.77,36.1,10,1995,9,13,5,54,44,0.29,1.223,SSC|TMP21088
3.48,-98.69,36.87,5,1995,9,15,0,31,33.2,0.24,1.165,PDE|3.80lgTUL
2.86,-80.157,32.979,4,1995,9,16,12,53,50.7,0.18,1.081,SSC|TMP21096
2.57,-76.283,46.568,18,1995,9,20,16,41,8,0.24,1.165,GSC|3.0mn
2.67,-74.21,45.08,18,1995,9,21,23,3,27,0.24,1.165,PDE|3.10lgOTT
2.55,-99.629,36.146,5,1995,10,1,16,43,16.2,0.297,1.235,SSC|TMP21125
2.93,-90.12,35.34,9,1995,10,2,18,0,54,0.281,1.208,SSC|TMP21126
2.77,-75.256,46.143,18,1995,10,9,5,39,37,0.24,1.165,GSC|3.2mn
2.66,-71.78,42.714,0,1995,10,9,20,11,0,0.368,1.432,SSC|2.66mwa(TblB3
2.77,-78.77,46.42,18,1995,10,10,7,19,20,0.24,1.165,PDE|3.20lgGS
3.38,-96.864,45.788,5,1995,10,20,15,57,18.7,0.24,1.165,PDE|3.70lgOTT
2.67,-68.028,44.392,22,1995,11,12,7,23,46,0.24,1.165,GSC|3.1mn
2.85,-81.043,37.717,33,1995,11,15,10,29,24.8,0.284,1.213,SSC|TMP21185
3,-89.82,36.6,18,1995,11,24,1,52,35,0.278,1.203,SSC|TMP21200
3.16,-81.35,37.97,19,1995,11,29,18,24,46,0.273,1.195,SSC|TMP21206
2.67,-76.298,46.995,18,1995,11,30,23,41,24,0.24,1.165,GSC|3.1mn
2.58,-99.337,35.061,5,1995,12,1,14,37,40.4,0.24,1.165,PDE|2.90lgGS
2.85,-81.55,38.22,1,1995,12,2,17,17,24.8,0.284,1.213,SSC|TMP21211
3.07,-81.826,49.554,18,1995,12,6,22,52,49,0.24,1.165,GSC|3.5mn
2.51,-97.734,34.77,5,1995,12,15,9,33,57.9,0.148,1.054,SSC|TMP21260
2.55,-90.2,35.76,7,1995,12,18,14,17,53,0.297,1.235,SSC|TMP21267
2.7,-89.6,36.51,4,1995,12,20,0,22,43,0.29,1.223,SSC|TMP21271
3.28,-104.917,38.732,5,1995,12,23,6,51,48.8,0.24,1.165,PDE|3.60lgGS
2.77,-80.968,38.084,13,1995,12,28,23,48,30.4,0.287,1.218,SSC|TMP21290
3.98,-110.878,39.12,0,1996,1,6,12,55,58.6,0.24,1.165,PDE|4.3mbneic
2.77,-90.63,36.04,10,1996,1,26,5,26,56,0.287,1.218,SSC|TMP21318
3.28,-97.542,42.513,5,1996,2,6,15,10,28.2,0.24,1.165,PDE|3.60lgGS
3.38,-103.729,43.981,5,1996,2,6,16,8,36.7,0.24,1.165,PDE|3.70lgGS
2.85,-89.55,36.51,5,1996,2,17,15,35,50,0.284,1.213,SSC|TMP21360
2.67,-74.783,45.962,18,1996,2,20,6,13,17,0.24,1.165,GSC|3.1mn
2.77,-82.665,32.315,1,1996,3,4,10,35,12.9,0.287,1.218,SSC|TMP21395
2.57,-61.922,43.89,18,1996,3,5,14,14,32,0.24,1.165,GSC|3.0mn
3.69,-74.43,45.99,18,1996,3,14,10,42,26,0.1,1.027,SLU|3.71mwm(DU)
3.05,-71.3,41.72,0,1996,3,22,20,22,0,0.359,1.407,SSC|3.05mwa(TblB3
2.67,-73.383,46.775,18,1996,3,24,3,43,54,0.24,1.165,GSC|3.1mn
3.18,-102.601,35.61,5,1996,3,25,6,43,46.8,0.24,1.165,PDE|3.50lgGS
3.18,-88.671,32.131,5,1996,3,25,14,15,50.5,0.24,1.165,PDE|3.50lgGS
2.93,-90.54,35.52,9,1996,4,4,23,55,5,0.281,1.208,SSC|TMP21452
3.38,-104.102,43.069,5,1996,4,9,2,48,8.1,0.24,1.165,PDE|3.70lgGS
2.98,-91.162,34.969,5,1996,4,11,21,54,57.6,0.24,1.165,PDE|3.30lgGS
2.87,-80.965,49.176,18,1996,4,20,1,43,3,0.24,1.165,GSC|3.3mn
2.56,-71.062,41.68,0,1996,4,22,10,44,0,0.371,1.44,SSC|2.56mwa(TblB3
2.86,-69.953,44.442,0,1996,5,1,6,13,0,0.363,1.418,SSC|2.86mwa(TblB3
2.78,-104.022,43.045,5,1996,5,3,7,47,51.5,0.24,1.165,PDE|3.10lgGS
2.67,-70.028,47.516,15,1996,5,12,11,53,21,0.24,1.165,GSC|3.1mn
2.77,-88.14,35.38,5,1996,6,14,23,0,13,0.287,1.218,SSC|TMP21574
2.77,-89.38,36.59,5,1996,6,18,10,23,3,0.287,1.218,SSC|TMP21577
2.7,-89.51,36.27,7,1996,6,20,15,19,46,0.29,1.223,SSC|TMP21581
2.73,-75.492,39.907,18,1996,7,5,16,11,23.3,0.275,1.198,SSC|TMP21615
2.97,-69.993,47.694,7,1996,7,14,18,46,49,0.24,1.165,GSC|3.4mn
3,-90.2,35.76,7,1996,7,16,0,35,6,0.278,1.203,SSC|TMP21640
2.7,-89.6,36.56,3,1996,7,19,11,28,47,0.29,1.223,SSC|TMP21654
2.65,-66.627,47.044,31,1996,7,26,8,58,5.1,0.183,1.083,SSC|TMP21671
3.48,-104.247,37.398,5,1996,8,1,5,44,22.7,0.24,1.165,PDE|3.80lgGS
3.18,-90.874,33.577,10,1996,8,11,18,17,49.8,0.24,1.165,PDE|3.50lgGS
3.28,-112.405,49.076,5,1996,8,15,20,7,29.9,0.24,1.165,PDE|3.60lgPGC
3.17,-82.92,49.21,18,1996,8,16,4,56,46,0.24,1.165,PDE|3.60lgOTT
2.85,-89.41,36.12,8,1996,8,19,11,26,55,0.284,1.213,SSC|TMP21715
3.42,-71.35,44.18,7,1996,8,21,7,54,14,0.1,1.027,SLU|3.44mwm(DU)
2.77,-65.116,49.528,18,1996,8,28,19,37,51,0.24,1.165,GSC|3.2mn
2.96,-66.197,46.012,0,1996,9,2,9,28,0,0.361,1.413,SSC|2.96mwa(TblB3
2.62,-89.55,36.54,2,1996,9,14,7,17,27,0.294,1.23,SSC|TMP21758
2.87,-76.51,46.668,18,1996,9,16,21,44,47,0.24,1.165,GSC|3.3mn
2.56,-72.278,42.383,0,1996,9,20,1,35,0,0.371,1.44,SSC|2.56mwa(TblB3
2.77,-83.708,36.278,4,1996,9,23,1,15,7.2,0.287,1.218,SSC|TMP21777
2.57,-73.59,46.053,18,1996,9,23,15,55,26,0.24,1.165,GSC|3.0mn
2.89,-70.379,39.789,10,1996,9,24,11,47,10,0.275,1.198,SSC|TMP21783
2.85,-91.28,36.45,11,1996,10,8,20,20,33,0.284,1.213,SSC|TMP21810
2.93,-89.38,38.41,23,1996,10,13,18,57,46,0.281,1.208,SSC|TMP21821
4.07,-106.056,43.09,5,1996,10,19,13,27,57.9,0.25,1.18,PDE|4.20mlGS
2.62,-89.33,35.77,7,1996,10,19,16,58,43,0.294,1.23,SSC|TMP21833
3.69,-109.27,42.549,5,1996,10,21,13,51,39.5,0.25,1.18,PDE|3.70mlGS
2.55,-84.326,35.481,14,1996,10,29,9,56,10.7,0.297,1.235,SSC|TMP21858
2.88,-104.232,37.349,5,1996,11,1,3,9,28.3,0.24,1.165,PDE|3.20lgGS
3,-90.22,37.33,4,1996,11,5,19,48,19,0.278,1.203,SSC|TMP21872
2.68,-100.504,35.04,5,1996,11,23,10,54,18.5,0.24,1.165,PDE|3.00lgGS
2.67,-65.273,50.109,18,1996,11,27,20,14,35,0.24,1.165,GSC|3.1mn
3.76,-90,35.97,11,1996,11,29,5,41,32,0.1,1.027,SLU|3.78mwm(WEB)
3.28,-89.37,36.29,5,1996,11,29,10,47,9,0.24,1.165,PDE|3.60lgGS
2.77,-83.48,36.318,0,1996,12,2,4,48,50.8,0.287,1.218,SSC|TMP21913
2.58,-107.693,42.369,5,1996,12,11,3,55,44,0.24,1.165,PDE|2.9mbneic
2.56,-71.309,43.669,0,1996,12,12,19,13,0,0.371,1.44,SSC|2.56mwa(TblB3
2.78,-87.4,39.5,5,1996,12,16,1,58,31.3,0.24,1.165,PDE|3.10lgGS
2.57,-76.9,39.2,5,1996,12,22,5,56,17.2,0.195,1.095,SSC|TMP21945
3.07,-75.707,46.489,18,1996,12,31,10,56,46,0.24,1.165,GSC|3.5mn
2.55,-90.84,36.68,5,1997,1,1,16,2,52,0.297,1.235,SSC|TMP21965
2.77,-70.197,47.509,17,1997,1,10,19,27,27,0.24,1.165,GSC|3.2mn
2.67,-69.877,47.657,15,1997,1,14,4,47,32,0.24,1.165,GSC|3.1mn
2.67,-66.928,49.516,18,1997,1,18,2,46,9,0.24,1.165,GSC|3.1mn
2.98,-105.1,39.1,5,1997,1,18,22,4,39,0.24,1.165,PDE|3.3mbneic
2.62,-89.43,36.29,1,1997,1,23,0,30,52,0.294,1.23,SSC|TMP22025
2.62,-84.016,35.267,3,1997,1,23,2,15,13.3,0.294,1.23,SSC|TMP22026
2.62,-89.32,35.97,5,1997,1,31,9,4,51,0.294,1.23,SSC|TMP22039
2.68,-100.89,34.947,5,1997,2,12,23,53,10.7,0.24,1.165,PDE|3.00lgGS
2.57,-67.601,49.134,18,1997,2,14,14,59,7,0.24,1.165,GSC|3.0mn
2.88,-100.569,34.973,5,1997,2,15,9,8,55.4,0.24,1.165,PDE|3.20lgGS
2.77,-91.26,36.26,10,1997,2,17,16,32,20,0.287,1.218,SSC|TMP22067
2.87,-78.436,47.826,18,1997,2,23,8,37,36,0.24,1.165,GSC|3.3mn
2.77,-89.83,36.05,9,1997,3,5,21,11,32,0.287,1.218,SSC|TMP22100
2.62,-89.44,36.23,7,1997,3,6,12,40,51,0.294,1.23,SSC|TMP22101
2.62,-89.65,36.54,9,1997,3,16,16,59,57,0.294,1.23,SSC|TMP22127
3.08,-93.435,34.209,5,1997,3,16,19,7,27.9,0.24,1.165,PDE|3.40lgGS
2.77,-89.49,36.76,8,1997,3,21,17,39,14,0.287,1.218,SSC|TMP22136
3.48,-98.054,27.717,5,1997,3,24,22,31,34.5,0.24,1.165,PDE|3.80lgGS
2.7,-84.188,35.798,0,1997,3,26,6,5,22.6,0.29,1.223,SSC|TMP22152
2.77,-81.906,37.088,4,1997,3,29,10,16,57.1,0.255,1.168,SSC|TMP22157
3.05,-72.331,45.969,0,1997,4,3,4,44,0,0.359,1.407,SSC|3.05mwa(TblB3
2.58,-105.382,49.082,0,1997,4,18,0,25,38,0.24,1.165,GSC|2.9mn
3.58,-86.552,25.782,33,1997,4,18,14,57,35.3,0.24,1.165,PDE|3.9mbneic
2.7,-89.74,36.12,11,1997,4,20,15,50,56,0.29,1.223,SSC|TMP22199
3.23,-108.732,42.683,5,1997,4,25,10,39,6.7,0.25,1.18,PDE|3.10mlGS
2.66,-70.292,44.544,0,1997,4,29,9,23,0,0.368,1.432,SSC|2.66mwa(TblB3
3.76,-112.65,49.13,5,1997,5,1,21,38,36,0.25,1.18,PDE|3.80mlBUT
2.77,-82.665,32.315,5,1997,5,17,23,38,38.6,0.287,1.218,SSC|TMP22248
2.85,-91.25,35.3,2,1997,5,18,20,50,40,0.284,1.213,SSC|TMP22249
2.58,-85.444,34.782,5,1997,5,19,19,45,33.6,0.24,1.165,PDE|2.90lgGS
2.55,-89.58,36.61,5,1997,5,20,5,28,32,0.297,1.235,SSC|TMP22254
3.58,-74.19,45.81,22,1997,5,24,18,52,6,0.1,1.027,SLU|3.60mwm(DU)
2.62,-83.677,36.064,13,1997,5,27,4,54,19,0.294,1.23,SSC|TMP22288
3.08,-95.966,33.182,5,1997,5,31,3,26,41.3,0.24,1.165,PDE|3.40lgGS
2.7,-85.114,35.497,24,1997,6,4,23,7,30.6,0.29,1.223,SSC|TMP22307
2.7,-83.315,37.259,0,1997,6,11,1,50,59.9,0.29,1.223,SSC|TMP22317
2.55,-89.38,37.14,7,1997,6,14,5,43,49,0.297,1.235,SSC|TMP22321
2.97,-75.033,46.62,18,1997,6,20,13,52,52,0.24,1.165,GSC|3.4mn
3.18,-84.808,35.056,10,1997,7,19,17,6,34.3,0.24,1.165,PDE|3.50lgGS
2.55,-89.59,36.42,11,1997,7,21,20,30,44,0.297,1.235,SSC|TMP22380
2.57,-75.416,46.048,20,1997,7,21,22,49,51,0.24,1.165,GSC|3.0mn
3.48,-83.509,36.436,5,1997,7,30,12,29,23.3,0.24,1.165,PDE|3.80lgGS
2.77,-75.37,43.624,5,1997,7,31,7,15,29.7,0.24,1.165,PDE|3.20lgGS
2.77,-87.508,35.113,0,1997,8,6,7,37,41.5,0.287,1.218,SSC|TMP22419
3.08,-97.185,41.795,5,1997,8,9,17,46,3.9,0.24,1.165,PDE|3.40lgGS
2.55,-90.5,35.66,4,1997,8,9,19,7,50,0.297,1.235,SSC|TMP22429
2.77,-83.018,36.871,17,1997,8,13,21,48,30.1,0.287,1.218,SSC|TMP22440
3.27,-70.29,47.53,18,1997,8,20,9,12,4,0.24,1.165,PDE|3.70lgOTT
2.62,-85.937,34.578,0,1997,8,20,16,10,19.8,0.294,1.23,SSC|TMP22453
2.62,-89.88,35.97,13,1997,8,21,19,29,35,0.294,1.23,SSC|TMP22457
2.85,-95.3,35.095,5,1997,8,23,9,10,35.2,0.284,1.213,SSC|TMP22461
2.62,-80.732,33.362,2,1997,9,1,7,38,56.5,0.294,1.23,SSC|TMP22476
2.55,-89.56,36.62,4,1997,9,3,18,16,40,0.297,1.235,SSC|TMP22481
4.18,-96.435,34.66,5,1997,9,6,23,38,0.9,0.24,1.165,PDE|4.50lgTUL
3.48,-90.457,35.619,5,1997,9,17,18,16,31.6,0.24,1.165,PDE|3.80lgGS
2.66,-80.148,32.952,6,1997,9,17,21,32,0.4,0.21,1.111,SSC|TMP22501
2.78,-90.924,37.179,5,1997,9,20,5,55,50.4,0.24,1.165,PDE|3.10lgGS
2.88,-89.817,36.545,5,1997,9,24,4,20,24.8,0.24,1.165,PDE|3.20lgGS
2.68,-89.484,36.201,5,1997,9,27,12,14,9.3,0.24,1.165,PDE|3.00lgGS
2.87,-64.239,50.326,18,1997,10,7,5,59,28,0.24,1.165,GSC|3.3mn
2.97,-76.929,46.888,18,1997,10,7,19,54,40,0.24,1.165,GSC|3.4mn
2.62,-91.51,36.14,13,1997,10,9,1,6,48,0.294,1.23,SSC|TMP22562
2.97,-74.547,44.908,14,1997,10,12,8,28,22.3,0.27,1.213,PDE|2.90mdPAL
3.05,-74.968,44.36,4,1997,10,13,23,6,40.2,0.27,1.213,PDE|3.00mdPAL
3.08,-88.36,29.663,1,1997,10,18,4,20,38.2,0.276,1.2,SSC|TMP22589
3.15,-84.753,35.286,15,1997,10,19,18,39,55.1,0.253,1.165,SSC|TMP22595
4.24,-69.91,47.67,5,1997,10,28,11,44,18,0.1,1.027,SLU|4.26mwm(DU)
2.72,-80.899,36.705,8,1997,10,30,6,42,22.8,0.258,1.173,SSC|TMP22621
3.25,-70.024,42.779,0,1997,11,1,21,1,0,0.356,1.399,SSC|3.25mwa(TblB3
2.7,-85.506,34.471,0,1997,11,3,16,34,59.3,0.29,1.223,SSC|TMP22632
4.45,-71.35,46.75,22,1997,11,6,2,34,33,0.1,1.027,SLU|4.47mwm(DU)
2.7,-84.307,35.065,6,1997,11,12,15,10,44.1,0.29,1.223,SSC|TMP22659
2.57,-76.252,40.146,5,1997,11,14,3,44,11,0.24,1.165,PDE|3.00lgGS
2.7,-101.625,36.863,5,1997,11,14,11,25,32.7,0.29,1.223,SSC|TMP22661
2.87,-80.157,32.931,7,1997,11,26,5,20,37.1,0.203,1.104,SSC|TMP22678
2.7,-88.57,37.76,2,1997,12,5,19,34,5,0.29,1.223,SSC|TMP22695
2.77,-95.968,34.895,5,1997,12,6,11,11,23.6,0.142,1.049,SSC|TMP22698
2.85,-86.34,35.883,0,1997,12,8,6,36,48.3,0.284,1.213,SSC|TMP22703
3.68,-87.306,33.466,1,1997,12,12,8,42,20.2,0.24,1.165,PDE|4.00lgGS
2.74,-87.263,34.126,0,1997,12,27,3,36,46.2,0.264,1.181,SSC|TMP22745
2.72,-79.953,37.985,0,1997,12,27,7,44,46.7,0.258,1.173,SSC|TMP22746
3.46,-103.408,37.828,5,1998,1,2,15,47,16.4,0.25,1.18,PDE|3.40mlGS
3.15,-70.04,42.855,0,1998,1,8,4,34,0,0.357,1.402,SSC|3.15mwa(TblB3
2.55,-89.52,36.55,5,1998,1,9,9,6,0,0.297,1.235,SSC|TMP22782
2.97,-70.908,48.194,18,1998,1,10,1,51,4,0.24,1.165,GSC|3.6mn
2.62,-89.62,36.57,4,1998,1,17,19,40,7,0.294,1.23,SSC|TMP22791
2.62,-89.6,36.12,7,1998,1,27,9,57,58,0.294,1.23,SSC|TMP22811
2.77,-85.554,34.425,0,1998,1,28,16,44,21.4,0.287,1.218,SSC|TMP22813
3.15,-107.513,44.333,5,1998,2,13,2,28,4,0.25,1.18,PDE|3.00mlGS
2.77,-89.76,36.1,7,1998,2,13,23,8,12,0.287,1.218,SSC|TMP22853
3.27,-76.36,46.07,18,1998,2,26,14,20,31,0.24,1.165,PDE|3.70lgOTT
2.55,-89.56,36.61,4,1998,2,27,3,12,1,0.297,1.235,SSC|TMP22890
2.57,-78.888,46.794,18,1998,3,19,14,21,5,0.24,1.165,GSC|3.2mn
2.87,-65.229,49.807,18,1998,3,25,19,10,25,0.24,1.165,GSC|3.5mn
2.68,-111.35,38.25,3,1998,3,29,12,12,42,0.24,1.165,PDE|3.0mbneic
2.88,-89.02,36.94,13,1998,4,8,18,16,49,0.24,1.165,PDE|3.20lgGS
3.58,-80.466,34.61,5,1998,4,13,9,56,11.3,0.24,1.165,PDE|3.90lgGS
3.67,-74.99,45.57,18,1998,4,18,16,22,52,0.24,1.165,PDE|4.10lgOTT
2.93,-105.1,39.1,5,1998,4,18,22,45,43.1,0.25,1.18,PDE|2.70mlGS
2.55,-85.219,35.552,3,1998,4,26,6,2,27.4,0.297,1.235,SSC|TMP23014
2.88,-102.383,35.453,5,1998,4,27,15,22,46.2,0.24,1.165,PDE|3.20lgGS
3.86,-98.51,34.94,19,1998,4,28,14,13,1,0.1,1.027,SLU|3.88mwm(WEB)
